"n","Country","State","Model","Error"
81,"USA","IL","CUBIST",-142
82,"USA","IL","CUBIST",-251
83,"USA","IL","CUBIST",-258
84,"USA","IL","CUBIST",-499
85,"USA","IL","CUBIST",452
86,"USA","IL","CUBIST",601
87,"USA","IL","CUBIST",392
88,"USA","IL","CUBIST",41
89,"USA","IL","CUBIST",-27
90,"USA","IL","CUBIST",332
91,"USA","IL","CUBIST",-9
92,"USA","IL","CUBIST",916
93,"USA","IL","CUBIST",1144
94,"USA","IL","CUBIST",1352
95,"USA","IL","CUBIST",1363
96,"USA","IL","CUBIST",1516
1,"USA","IL","BRNN",-11
2,"USA","IL","BRNN",-22
3,"USA","IL","BRNN",-47
4,"USA","IL","BRNN",-88
5,"USA","IL","BRNN",-142
6,"USA","IL","BRNN",-191
7,"USA","IL","BRNN",-10
8,"USA","IL","BRNN",-31
9,"USA","IL","BRNN",-78
10,"USA","IL","BRNN",-154
11,"USA","IL","BRNN",-286
12,"USA","IL","BRNN",-505
13,"USA","IL","BRNN",-101
14,"USA","IL","BRNN",-193
15,"USA","IL","BRNN",-235
16,"USA","IL","BRNN",-266
17,"USA","IL","BRNN",-303
18,"USA","IL","BRNN",-350
19,"USA","IL","BRNN",-1
20,"USA","IL","BRNN",-31
21,"USA","IL","BRNN",-74
22,"USA","IL","BRNN",-53
23,"USA","IL","BRNN",2
24,"USA","IL","BRNN",2
25,"USA","IL","BRNN",-29
26,"USA","IL","BRNN",-95
27,"USA","IL","BRNN",-178
28,"USA","IL","BRNN",-244
29,"USA","IL","BRNN",-260
30,"USA","IL","BRNN",-223
31,"USA","IL","BRNN",-21
32,"USA","IL","BRNN",-126
33,"USA","IL","BRNN",-302
34,"USA","IL","BRNN",-464
35,"USA","IL","BRNN",-579
36,"USA","IL","BRNN",-658
37,"USA","IL","BRNN",-19
38,"USA","IL","BRNN",-33
39,"USA","IL","BRNN",-91
40,"USA","IL","BRNN",-249
41,"USA","IL","BRNN",-435
42,"USA","IL","BRNN",-657
43,"USA","IL","BRNN",-103
44,"USA","IL","BRNN",-275
45,"USA","IL","BRNN",-454
46,"USA","IL","BRNN",-691
47,"USA","IL","BRNN",-1012
48,"USA","IL","BRNN",-1238
49,"USA","IL","BRNN",-91
50,"USA","IL","BRNN",-253
51,"USA","IL","BRNN",-457
52,"USA","IL","BRNN",-679
53,"USA","IL","BRNN",-831
54,"USA","IL","BRNN",-916
55,"USA","IL","BRNN",-2
56,"USA","IL","BRNN",-24
57,"USA","IL","BRNN",-41
58,"USA","IL","BRNN",-70
59,"USA","IL","BRNN",31
60,"USA","IL","BRNN",105
61,"USA","IL","BRNN",83
62,"USA","IL","BRNN",244
63,"USA","IL","BRNN",730
64,"USA","IL","BRNN",967
65,"USA","IL","BRNN",1149
66,"USA","IL","BRNN",1975
67,"USA","IL","BRNN",-447
68,"USA","IL","BRNN",-272
69,"USA","IL","BRNN",45
70,"USA","IL","BRNN",176
71,"USA","IL","BRNN",823
72,"USA","IL","BRNN",1675
73,"USA","IL","BRNN",-350
74,"USA","IL","BRNN",-426
75,"USA","IL","BRNN",-169
76,"USA","IL","BRNN",282
77,"USA","IL","BRNN",430
78,"USA","IL","BRNN",645
79,"USA","IL","BRNN",-108
80,"USA","IL","BRNN",149
81,"USA","IL","BRNN",-166
82,"USA","IL","BRNN",-486
83,"USA","IL","BRNN",-696
84,"USA","IL","BRNN",-1142
85,"USA","IL","BRNN",535
86,"USA","IL","BRNN",691
87,"USA","IL","BRNN",331
88,"USA","IL","BRNN",-233
89,"USA","IL","BRNN",-530
90,"USA","IL","BRNN",-399
91,"USA","IL","BRNN",-190
92,"USA","IL","BRNN",557
93,"USA","IL","BRNN",817
94,"USA","IL","BRNN",1291
95,"USA","IL","BRNN",1910
96,"USA","IL","BRNN",2900
1,"USA","IL","QRF",0
2,"USA","IL","QRF",0
3,"USA","IL","QRF",0
4,"USA","IL","QRF",0
5,"USA","IL","QRF",0
6,"USA","IL","QRF",0
7,"USA","IL","QRF",0
8,"USA","IL","QRF",1
9,"USA","IL","QRF",1
10,"USA","IL","QRF",1
11,"USA","IL","QRF",1
12,"USA","IL","QRF",1
13,"USA","IL","QRF",0
14,"USA","IL","QRF",0
15,"USA","IL","QRF",0
16,"USA","IL","QRF",0
17,"USA","IL","QRF",0
18,"USA","IL","QRF",0
19,"USA","IL","QRF",0
20,"USA","IL","QRF",0
21,"USA","IL","QRF",0
22,"USA","IL","QRF",0
23,"USA","IL","QRF",0
24,"USA","IL","QRF",0
25,"USA","IL","QRF",0
26,"USA","IL","QRF",0
27,"USA","IL","QRF",0
28,"USA","IL","QRF",0
29,"USA","IL","QRF",0
30,"USA","IL","QRF",0
31,"USA","IL","QRF",0
32,"USA","IL","QRF",0
33,"USA","IL","QRF",0
34,"USA","IL","QRF",0
35,"USA","IL","QRF",0
36,"USA","IL","QRF",0
37,"USA","IL","QRF",0
38,"USA","IL","QRF",1
39,"USA","IL","QRF",2
40,"USA","IL","QRF",2
41,"USA","IL","QRF",2
42,"USA","IL","QRF",3
43,"USA","IL","QRF",0
44,"USA","IL","QRF",0
45,"USA","IL","QRF",0
46,"USA","IL","QRF",0
47,"USA","IL","QRF",0
48,"USA","IL","QRF",0
49,"USA","IL","QRF",0
50,"USA","IL","QRF",0
51,"USA","IL","QRF",-2
52,"USA","IL","QRF",0
53,"USA","IL","QRF",0
54,"USA","IL","QRF",0
55,"USA","IL","QRF",0
56,"USA","IL","QRF",0
57,"USA","IL","QRF",0
58,"USA","IL","QRF",0
59,"USA","IL","QRF",0
60,"USA","IL","QRF",0
61,"USA","IL","QRF",0
62,"USA","IL","QRF",0
63,"USA","IL","QRF",0
64,"USA","IL","QRF",0
65,"USA","IL","QRF",0
66,"USA","IL","QRF",0
67,"USA","IL","QRF",0
68,"USA","IL","QRF",0
69,"USA","IL","QRF",0
70,"USA","IL","QRF",0
71,"USA","IL","QRF",0
72,"USA","IL","QRF",0
73,"USA","IL","QRF",0
74,"USA","IL","QRF",0
75,"USA","IL","QRF",0
76,"USA","IL","QRF",0
77,"USA","IL","QRF",0
78,"USA","IL","QRF",0
79,"USA","IL","QRF",0
80,"USA","IL","QRF",0
81,"USA","IL","QRF",0
82,"USA","IL","QRF",0
83,"USA","IL","QRF",0
84,"USA","IL","QRF",0
85,"USA","IL","QRF",0
86,"USA","IL","QRF",0
87,"USA","IL","QRF",0
88,"USA","IL","QRF",0
89,"USA","IL","QRF",0
90,"USA","IL","QRF",2048
91,"USA","IL","QRF",3878
92,"USA","IL","QRF",6599
93,"USA","IL","QRF",8718
94,"USA","IL","QRF",10844
95,"USA","IL","QRF",12824
96,"USA","IL","QRF",15043
1,"USA","MA","KNN",-1
2,"USA","MA","KNN",-199
3,"USA","MA","KNN",-75
4,"USA","MA","KNN",-1429
5,"USA","MA","KNN",-1169
6,"USA","MA","KNN",-484
7,"USA","MA","KNN",-232
8,"USA","MA","KNN",-1
9,"USA","MA","KNN",0
10,"USA","MA","KNN",0
11,"USA","MA","KNN",-50
12,"USA","MA","KNN",-50
13,"USA","MA","KNN",-58
14,"USA","MA","KNN",-533
15,"USA","MA","KNN",0
16,"USA","MA","KNN",0
17,"USA","MA","KNN",-232
18,"USA","MA","KNN",0
19,"USA","MA","KNN",-232
20,"USA","MA","KNN",0
21,"USA","MA","KNN",0
22,"USA","MA","KNN",-1324
23,"USA","MA","KNN",0
24,"USA","MA","KNN",0
25,"USA","MA","KNN",0
26,"USA","MA","KNN",-198
27,"USA","MA","KNN",-155
28,"USA","MA","KNN",0
29,"USA","MA","KNN",0
30,"USA","MA","KNN",0
31,"USA","MA","KNN",0
32,"USA","MA","KNN",-202
33,"USA","MA","KNN",-1020
34,"USA","MA","KNN",-987
35,"USA","MA","KNN",-137
36,"USA","MA","KNN",-3775
37,"USA","MA","KNN",-286
38,"USA","MA","KNN",0
39,"USA","MA","KNN",0
40,"USA","MA","KNN",-42
41,"USA","MA","KNN",-986
42,"USA","MA","KNN",-75
43,"USA","MA","KNN",-771
44,"USA","MA","KNN",-29
45,"USA","MA","KNN",-37
46,"USA","MA","KNN",12
47,"USA","MA","KNN",-947
48,"USA","MA","KNN",-84
49,"USA","MA","KNN",-902
50,"USA","MA","KNN",-7
51,"USA","MA","KNN",0
52,"USA","MA","KNN",82
53,"USA","MA","KNN",-590
54,"USA","MA","KNN",18
55,"USA","MA","KNN",197
56,"USA","MA","KNN",199
57,"USA","MA","KNN",-875
58,"USA","MA","KNN",-842
59,"USA","MA","KNN",-348
60,"USA","MA","KNN",578
61,"USA","MA","KNN",926
62,"USA","MA","KNN",-877
63,"USA","MA","KNN",1285
64,"USA","MA","KNN",2070
65,"USA","MA","KNN",3269
66,"USA","MA","KNN",3955
67,"USA","MA","KNN",3063
68,"USA","MA","KNN",-702
69,"USA","MA","KNN",3913
70,"USA","MA","KNN",4494
71,"USA","MA","KNN",5643
72,"USA","MA","KNN",5565
73,"USA","MA","KNN",606
74,"USA","MA","KNN",-2034
75,"USA","MA","KNN",-1947
76,"USA","MA","KNN",-359
77,"USA","MA","KNN",1792
78,"USA","MA","KNN",2088
79,"USA","MA","KNN",7922
80,"USA","MA","KNN",4256
81,"USA","MA","KNN",5375
82,"USA","MA","KNN",4754
83,"USA","MA","KNN",8882
84,"USA","MA","KNN",7293
85,"USA","MA","KNN",822
86,"USA","MA","KNN",-74
87,"USA","MA","KNN",4119
88,"USA","MA","KNN",1631
89,"USA","MA","KNN",4753
90,"USA","MA","KNN",6498
91,"USA","MA","KNN",8398
92,"USA","MA","KNN",14523
93,"USA","MA","KNN",16902
94,"USA","MA","KNN",18492
95,"USA","MA","KNN",21657
1,"USA","MA","SVR",0
2,"USA","MA","SVR",0
3,"USA","MA","SVR",-353
4,"USA","MA","SVR",-657
5,"USA","MA","SVR",-1342
6,"USA","MA","SVR",-1977
7,"USA","MA","SVR",-415
8,"USA","MA","SVR",0
9,"USA","MA","SVR",1
10,"USA","MA","SVR",-191
11,"USA","MA","SVR",-740
12,"USA","MA","SVR",-813
13,"USA","MA","SVR",-419
14,"USA","MA","SVR",-901
15,"USA","MA","SVR",-1051
16,"USA","MA","SVR",-1361
17,"USA","MA","SVR",-1094
18,"USA","MA","SVR",-827
19,"USA","MA","SVR",-87
20,"USA","MA","SVR",-861
21,"USA","MA","SVR",-1253
22,"USA","MA","SVR",-1573
23,"USA","MA","SVR",-1281
24,"USA","MA","SVR",-362
25,"USA","MA","SVR",1
26,"USA","MA","SVR",-96
27,"USA","MA","SVR",-217
28,"USA","MA","SVR",-498
29,"USA","MA","SVR",-185
30,"USA","MA","SVR",1
31,"USA","MA","SVR",1
32,"USA","MA","SVR",1
33,"USA","MA","SVR",-226
34,"USA","MA","SVR",-920
35,"USA","MA","SVR",-1812
36,"USA","MA","SVR",-1975
37,"USA","MA","SVR",-166
38,"USA","MA","SVR",-24
39,"USA","MA","SVR",1
40,"USA","MA","SVR",2
41,"USA","MA","SVR",-797
42,"USA","MA","SVR",-1573
43,"USA","MA","SVR",-741
44,"USA","MA","SVR",-770
45,"USA","MA","SVR",-1065
46,"USA","MA","SVR",-1218
47,"USA","MA","SVR",-1846
48,"USA","MA","SVR",-2776
49,"USA","MA","SVR",-987
50,"USA","MA","SVR",-1137
51,"USA","MA","SVR",-1972
52,"USA","MA","SVR",-2635
53,"USA","MA","SVR",-3136
54,"USA","MA","SVR",-3072
55,"USA","MA","SVR",-331
56,"USA","MA","SVR",-625
57,"USA","MA","SVR",-1124
58,"USA","MA","SVR",-1576
59,"USA","MA","SVR",-2108
60,"USA","MA","SVR",-1922
